OPID_BENCH,ind_name
48218_37740,Transfer and dispersion of skills (youth and regional inclusion): At keast 19 teachers at local education institutions attended a teacher training seminar per annum (40 teachers in total by end 2020)
48218_37741,Transfer and dispersion of skills (youth and regional inclusion): At least 100 trainees received training and obtained skills based on newly developed/improved NOSS
48218_37742,Transfer and dispersion of skills (youth and regional inclusion): Introduction of at least 2 improved or new national occupational standards by Kasipkor in mining sector disciplines that are based on private sector requirements.
48218_37743,Setting standards for corporate governance and business conduct (promotion of gender equality): Development of a set of policy recommendations based on the corporate sector input to the Kazakh Commission on the Status of Women for the Action Plan on the Concept on Family and Gender Policy in the Republic of Kazakhstan till 2030 to increase women's participation in covational training for high-value and technical sectors.
48228_33110,"Outstanding SME portfolio to increase by at least 1.2x of the proceeds of EBRD loan, i.e. USD 60m (from EUR 300m as of Q1 2016"
48228_33111,Loans outside of Cairo represent at least 25% of the overall SME portfolio (20% as of Q1 2016)
48228_33112,The SME lending customer base to increase from 805 as of Q1 2016 by 43
48228_33113,Maintain the risk management and underwriting quality (baseline PAR90 5.9%)
48246_32131,Completion of the new SUMP with clear recommendations for improvements of parking and traffic management systems and enforcement
48246_32132,Revised and signed PSC according to the requirements of EU Regulation 1370/2007
48246_32133,Successful implementation of revised PSC verified through annual public disclosure (including on the company?s/city?s website) of company performance measured against KPIs in the PSC
48246_32134,"Preparation of FOPIP, with farebox recovery improvement to 60 per cent (baseline 50 per cent)"
48246_32135,Reduction of vehicles maintenance costs by 10 per cent compared to 2015 figures
48246_32136,"Effective operation of 20 CNG buses and verified expected emissions levels during first year after procurement (g/vehiclekm: - CO2?991, CO?1.0, NOx?2.5, PM?0.0013)"
48255_36277,Additional modernized 700 hospital beds for the Company.
48255_36278,"Implementation of high quality, new energy efficiency technologies in buildings is expected to have a strong demonstration effect across the sector. A number of advanced energy efficiency technologies and initiatives will be introduced. "
48255_36279,Incorporate sustainability in the refurbishment concept by introduction of best international practice for buildings resource efficiency.  
48255_36280,EVEX intends to accredit all its healthcare facilities according to the EQS by the end of 2016.
48258_31696,Relocation and expansion of the current school campus
48258_31697,"Strengthen the school's management team, with a clear organizational hierarchy and governance model along with instilling clear policies and procedures"
48258_31698,"Appoint CFO and Head of operations to strengthen areas like Finance, HR, marketing and communication"
48258_31699,The introduction of IFRS accounting standards
48258_31700,The governance framework including the change in its legal status i.e. the shift of operation from a limited partnership to a joint stock company
48258_31701,Create a new School Improvement Plan Strengthen the parents' consultative body and overall external communication strategy
48258_31702,Update the IT strategy and infrastructure for the school and plan the approach for the new campus
48258_31703,Review teacher salaries to make sure they are within market norms
48258_31704,Establishing a scholarship programme
48272_32183,"Terna Energy installs 100 MW of additional renewable energy capacity contributing to 212,000 tCO2e reductions annually"
48272_32184,EBRD compliant ESAP fully implemented
48272_32185,Development of at least 25 MW of RE capacity in Greece that would be eligible for the new FiP regime
48272_32186,EBRD consultation with Government regarding new FiP regime
48285_34331,"At least 50 Sub-projects signed under TajCREFF-Business (implying average project size at USD 100,000)"
48285_34332,At least 20% of the total Facility volume to be disbursed through TajCReFF-Residential 
48285_34333,"Targeted energy/water use, soil erosion improvements achieved by the portfolio of Sub-Projects financed: (1) At least 20% reduction in energy demand or 10% reduction in water demand or 10% reduction in soil erosion in applicable Sub-projects under TajCREFF-Business, (2) At least 20% reduction in energy demand or 10% reduction in water demand in applicable Sub-projects under TajCREFF-Residential"
48285_34334,Market penetration of climate resilience technologies increased by 5% against a 2013 baseline of total market value for at least three climate resilience technologies
48285_34335,Sub-borrower level: At least 60 businesses reached through marketing campaigns 
48285_34336,At least 4 PFIs to participate in the Facility 
48285_34337,PAR90 of Sub-loans to be under 5% 
48285_34338,At least one PFI to continue climate resilience financing activities after the end of the pilot Facility
48285_34339,PFI-level: A total of at least 20 loan officers trained in the appraisal of climate resilience loans
48285_34340,PFI-level: Website to be created to inform potential business and residential Subborrowers of TajCREFF eligibility and benefit
48285_34341,Local technology provider level: Network of reliable suppliers and installers established (as set out in the LESI)
48289_33221,Overall SME loan portfolio to increase by at least 1.2 times the amount of total A/B Loan from USD 60.6 million as of YE 2015
48289_33222,Share of regional SME loans in the PFI's overall SME portfolio by volume by 15% (baseline 12% as of YE2015)
48289_33223,"The SME lending customer base to increase by at least 30% of PFI?s SME clients to receive financing under the EBRD SME A loan average outstanding loan size for SMEs as of YE 2015 is USD 47,829 with total of 764 total clients for 1,267 loans"
48289_33224,SME loan quality (sub-loan NPLs no more than 10%)
48289_33225,Successful completion of the proposed syndication
48289_33226,Attract at least one new foreign private investor for the B loan
48304_34453,"Total number of household loans invested to reach 667 (assuming 1,500 USD/household)"
48304_34454,"Aggregate results for primary energy savings achieved or capacity added from renewable sources: average of 0.4 KWh per annum per USD of investment, and 0.4 GWh/annum in aggregate "
48304_34455,Continued SEI lending from PFI own resources (including co-financing) following facility disbursement by at least the same volume as the EBRD loan
48304_34456,Quantity of emissions reduced to be at least 95 tCO2 per year
48304_34457,Grant utilisation per unit of emissions reduction to reach 70.1 USD grant/tCO2
48304_34458,"Number of sub-projects prepared for households to reach 733, out of which at least 50% with the involvement of local consultant(s)"
48304_34459,At least one marketing and awareness-raising event organised
48308_32364,Positive EVA of Samruk-Energy
48308_32365,Labour productivity to increase by 25%
48308_32366,Twofold increase in shareholder equity
48308_32367,Establishment of a Working Group within Samruk-Energy including a representative from the Bank to oversee and advise on the transformation process
48308_32368,"Adoption of a new corporate governance code assuming equal treatment of all shareholders, including minority and foreign shareholders"
48308_32369,"Increase in number of board directors from 4 to 7, including at least 3 independent directors"
48308_32370,Decrease in number of holding structure levels from 8 to 3-4
48308_32371,Introduction of annual assessment process for employees including 360? system for top managers
48308_32372,Adoption of new leadership competency model
48308_32373,"Introduction of accidents registration, recording and prevention system"
48308_32374,Introduction of incentive compensation plan for employees
48308_32375,Partnership agreements signed with at least 2 colleges and dual education model introduced
48308_32376,At least 1 career guidance event held at each partner education institutions per annum (8
48308_32377,Increase the number of trainees from 25 to 100 per annum
48308_32378,At least 25 blue collar employees progressing into white collar jobs per annum (75 in total)
48308_32379,Enhancing Gender Reporting to GRI-G4 (international best-practice) level 
48308_32380,Introduction of 2 improved or new occupational standards by Kasipkor in the power sector
48308_32381,"Provide input to the a set of policy recommendations developed by the Bank (based on the corporate sector input) for the Kazakh Commission on the Status of Women for the Action Plan on the Concept on Family and Gender Policy in the Republic of Kazakhstan until 2030 to increase women?s participation in vocational training for high-value and technical sectors	"
48308_32382,"Centralization of treasury, inventory management, electricity trading and IT function"
48308_32383,Tracking of efficiency rates across power plants and inclusion of efficiency rates in KPIs
48308_32384,Integrated project implementation platform synchronised with other units and inclusion of ?on time/on budget? criteria in KPIs
48308_32385,"Integrated IT system unified across all subsidiaries and units allowing consolidated operational and financial reporting, budgeting and forecasting "
48308_32386,Transition to operational company model from the current holding company model 
48308_32387,Roll-out of the privatization process including public announcements
48308_32388,Privatisation of Aktobe CHP
48308_32389,Privatisation of MREK and EKREK
48308_32390,Privatisation of AZhK and Almaty power plants
48308_32391,Samruk-Energy share in electricity generation decreases below 20% while share in electricity distribution goes down to zero 
48308_32392,IPO of Samruk-Energy (40% stake) 
48326_33213,PCBA's new agribusiness lending over the following three years to grow by at least 2 times the Opening Stock or by minimum 20 million (from the baseline of EUR 51m as of YE2015).
48326_33214,Growth in the share of agribusiness loans in the GLP from 29% at YE 2015 to 35% at end-Q2 2019
48326_33215,"Project Portfolio to reflect balanced distribution across sub-segments (no more than 60% to wholesale/retail sub-sectors, and no more than 50% to any other agribusiness sub-sector)"
48326_33216,Maximum 10% PAR 90 ratio in the Project portfolio (baseline of 5.4% for the agribusiness GLP as of YE2015)
48326_33217,10 client advisors to be trained in agri-lending techniques
48326_33218,At least 2 trainers in PCBA to be trained by the consultant
48326_33219,Strengthening of current MIS interface for cash flow lending and improvements in IT/MIS infrastructure for monitoring and reporting
48326_33220,Agribusiness customers to benefit from targeted business advice by ASB/Agribusiness Team (progress to be reported by ASB/AT)
48327_33823,Total agribusiness portfolio growth (EUR 15.3 million as of YE 2015) : At least 4 times (to EUR 60 million)
48327_33824,Growth in the share of agribusiness loans over the GLP : 15% of GLP (4.8% as of YE 2015)
48327_33825,Maximum level of NPLs in the agribusiness portfolio : 10%
48327_33826,Project Portfolio to reflect balanced distribution across subsegments : No more than 60% of project portfolio to Agri Processing and Logistics sub-sectors and no more than 50% to any other agribusiness sub-sector
48327_33827,Number of internal SGAL seminars to be conducted by the TC Consultant : at least two
48327_33828,Number of agribusiness customers benefitting from targeted business advice by the TC Consultant in cooperation with ASB : 15 customers to benefit from training
48327_33829,Number of loan officers to be trained in agrilending techniques : at least 5 loan officers 
48327_33830,Introduction of at least one new agri specific product/ underpinned by the specific MIS under this product : Improvement in IT/MIS infrastructure for monitoring and reporting of agribusiness product following the EBRD definition
48332_34230,GBG to gain at least 10% market share
48332_34231,GBG to gain at least 20% market share
48332_34232,Import market share to halve to 2.0% in the beer market
48332_34233,"Heineken, Amstel, Krusovice shelf price to decrease by at least 15% as a result of local production compared to imports."
48332_34234,CO2 recovery system
48332_34235,Electricity consumption: < 10 kWh/hl of beer
48332_34236,"Obtain ISO standards (ISO 9001:2008, ISO 22000)"
48345_32572,Private Concessionaire created and operational
48345_32573,Continuation of 100% shareholding by the private sector (after completion)
48345_32574,Use of VfM methodology in at least 3 other PPPs in the Region
48345_32575,No Government Interference
48345_32576,Replication of at least 3 similar PPPs in neighbouring countries in EBRD region
48346_32848,"Serbia - At least 20 new Lidl ""green"" stores build, incorporating cascade cooling, with heat recovery, LED lighting, ""smart"" zoning."
48346_32849,Serbia - Logistics centre and administration building in Serbia fully LEED certified with target of LEED Gold level.
48346_32850,"Poland - At least 30 stores refurbished in Poland, fitted with low-GWP cascade refrigeration system with heat recovery, and LED lighting."
48346_32851,"Poland - One Kaufland logistic center refurbished into a resource efficient, fully automated warehouse."
48346_32852,"SEED Action Plan implemented by Kaufland Poland, which includes: definition of CSR function responsibilities and introduction of CSR related accountabilities to relevant job descriptions."
48346_32853,"2. introduction of CSR reporting in line with GRI G4,"
48346_32854,3. full roll out of water and waste management monitoring KPIs and management plans.
48346_32855,4. ISO 50001 implemented and externally certified (on corporate level).
48346_32856,"SEED Action Plan to be implemented by Lidl Romania, which includes: 1. Implementation and external certification of ISO 50001 on Energy Management."
48346_32857,"2. Full roll out of waste management system, including introduction of relevant KPIs and customer focused initiatives."
48346_32858,"3. Full roll out of water management system, including introduction of water related KPIs at corporate level."
48346_32859,Serbia - At least 25 per cent of suppliers for Lidl Serbia to be local suppliers (i.e. located in Serbia).
48346_32860,"Serbia - Gap analysis for sustainable supply chain development, undertaken, and finalized, with input from Schwarz Group. "
48346_32861,"Serbia - At least ten local suppliers benefiting from the programme, with at least three becoming the suppliers of Lidl Serbia."
48347_37744,Transfer and dispersion of skills (youth and regional inclusion): At least 2 career guidance events held at local education institutions per annum (8 events in total by end 2020) 
48347_37745,"Transfer and dispersion of skills (youth and regional inclusion): At least 2 partnerships with education and training institutions leading to 100 work-based learning opportunities,  of which at least 25 per cent are to be women"
48347_37746,Transfer and dispersion of skills (youth and regional inclusion): At keast 10 teachers at local education institutions attend a teacher training seminar per annum (40 teachers in total by end 2020) 
48347_37747,Transfer and dispersion of skills (youth and regional inclusion): At least 100 trainees receive training and obtain skills based on newly developed/improved NOSS 
48347_37748,Transfer and dispersion of skills (youth and regional inclusion): Introduction of at least 2 improved or new national occupational standards by Kasipkor in mining sector disciplines that are based on private sector requirements. 
48347_37749,"Promotion of gender equality: Co-develop with employers' or industry organisations (e.g. Kazenergy, Association of Mining & Metallurgical Companies of Kazakhstan; National Chamber of Entrepreneurs) and trade unions a Terms of Reference (TOR) to address gender gaps and establish industry best-practice guide for mining in Kazakhstan, supporting codification and adoption of industry EO standards"
48347_37750,"Promotion of gender equality: Present policy brief to Ministry of Labour, Mining Association and high level stakeholders to remove discriminatory clause from Labour code, Article 16, 'Terms of reference of the state labour authority in the sphere of regulation of labour relations', section 20, where 'on agreement with an authorised state body in the sphere of healthcare, determines the list of jobs for which it is prohibited to employ female employees and maximum weights for manual transfer and movement by female employees'"
48347_37751,IPO or partial sale of the Borrower's/Sponsor's shares to a private investor
48347_37752,Commissioning of the processing plant (Phase I)
48347_37753,Commissioning of the processing plant (Phase 2)
48347_37754,USD 50 million annual EBITDA of the borrower
48356_30595,Implementation of 2 tier tariff recommendations for storage at the country level
48356_30596,Review the structure of gas distribution and gas transmission tariffs and provide recommendations for changes
48356_30597,"Assist Regulator in improving its overall institutional capacity ? in particular, by maintaining the presence/availability of an expert (or experts) for key parts of the assignment"
48356_30598,"Commissioning of a new modern gas-fired generation capacity of around 450 MW in the south which will replace the use of  around 2.7 million tons of coal corresponding to carbon savings of around 2.7 million tons of CO2 per year and reduction in local emissions of 21,000 tons of dust, 7,500 tons of NOx and 19,000 tons of SOx annually"
48356_30599,"Connection of 10,000 households to the gas network in the southern regions"
48356_30600,"Successful continuous validation of OHSAS18000, ISO14000 certifications"
48356_30601,Decrease by 70% FX losses related to hard currency denominated borrowings 
48356_30602,The Company to remain in compliance with financial covenants under existing and any new debt facilities
48366_34461,The SME loan portfolio to increase by EUR 45 million from EUR 112 million at YE2015
48366_34462,At least 50% of the EBRD loan proceeds to be disbursed outside the capital city of Bucharest. The weight of leases granted in regions outside Bucharest was 50.2% at YE2015 for the entire lease portfolio of the Company
48366_34463,Expansion of SME lending to new clients: the SME lending customer base to increase by at least 60 clients
48366_34464,EBRD sub-loan portfolio quality to stay below 5% in terms of PAR90. PAR90 share was 4.5% of GLP as of YE2015 (on a standalone basis)
48369_34535,SME loan portfolio to increase by EUR 4.2 million
48369_34536,Expansion of lending to new clients: The SME lending customer base to increase by at least 20% of MB?s SME clients or at least 460 new clients by end-June 2019
48369_34537,Portfolio Quality: Maintain PAR>30 below 5% (vs. 0.3% currently)
48369_34538,Maintaining Regional MSME lending expansion (circa 93% outside the capital in YE2015)
48381_33040,Increase of the production capacity by 25% at least
48381_33041,Private sector market share (excluding OCP) increases from 8% to 15%
48381_33042,Annual reduction of Lost Time Incident Frequency Rate
48381_33043,"Drills performed with full evacuation exercises take place at least once a quarter, and corrective actions resulting from those drills are tracked (ESAP)"
48381_33044,Air quality measurements including silica dust and respirable fraction (PM5) to be performed daily (ESAP)
48381_33045,"Mine workers? health is actively monitored through regular medical check-ups to identify their exposure to noise, dust, lead, heavy metals, and other chemical substances, and there are reductions in the share of workers who fall below expected standards (ESAP)"
48381_33046,Reduces energy consumption in mining activity per tonne of ore mined usage by 15%
48381_33047,Increase the water recycling rate of tailing dam from 70 to 83%
48381_33048,Disclosure of payments and contract terms following EITI principles (covenanted)
48381_33049,Completion of IFRS audit (covenanted)
48381_33050,Adoption and implementation of Code of Ethics
48381_33051,Certification of the Environmental and OHS Management Systems with ISO 14001 and OHSAS 18001 (covenanted in ESAP)
48381_33052,CMT publishes CSR report in accordance with GRI/G4 standards
48381_33053,Reserves and resources estimate compliant with JORC code (covenanted)
48381_33054,Creation of a working froup on HSE within the Ministry of Mines
48381_33055,"Completion of the TC including gap analysis, recommendations on regulatory improvements, institutional setup, and training"
48381_33056,Core recommendations of the study are implemented
48383_35141,CBM?s overall SME loan portfolio to increase by at least 1.4 times the amount of EBRD's loan.
48383_35142,CBM to increase the share of regional SME loans in the overall SME portfolio by 7%.
48383_35143,The SME lending customer base to increase by at least 20% of CBM?s SME clients? (equivalent to 40 new customers).
48383_35144,CBM to maintain the risk management and underwriting quality.
48412_31107,At least 60% of the Facility to be utilised for the SME clients (Baseline: 20.4% of the total Company?s portfolio was allocated towards SMEs as of 2015YE)
48412_31108,At least 35% of the factoring receivables funded through EBRD Facility to be located outside Zagreb (Baseline: 16% of the total Company?s portfolio was allocated outside the capital as of 2015YE)
48412_31109,RFC?s portion of the LCY financing in total financing to be increased to at least 15% (Baseline:4.3% as of 2015YE)
48412_31110,"Introduction of Non-recourse Factoring for SMEs supported by the insurance policy, as a new product"
48412_31111,At least EUR 10 million volume of receivables relating to Non-recourse Factoring for SMEs supported by the insurance policy
48412_31112,Expanding the training activities in the regional cities by organising workshops to inform and educate SMEs on new product (Non-recourse Factoring for SMEs supported by the insurance policy) in at least 3-4 regional branches at least twice per year
48412_31113,"RFC to continue procedures that take into account the risks associated with FX lending to unhedged borrowers, including risk disclosures incorporated into process; clear plain-language explanation to clients"
48412_31114,To expand on the existing policy dialogue with the relevant authorities and organizations to evaluate and to work together on the improvement areas of the factoring legislation which would facilitate further development of the factoring service in Croatia. The key regulatory policy measures to be reviewed and revised taking into the account potential regulatory changes to reflect distinction between small and big factoring companies in respect to: (i) Licencing requirements (ii) Reporting requirements (iii) Risk management directives and regulations
48414_36953,"Implementation of the tools to monitor the level of the Saiss aquifer and establishment of the institutional measures, including the aquifer contract, to ensure extraction is kept under control"
48414_36954,"Improved water supply will be provided on 21,600 ha of land in the Project area."
48414_36955,Launch the selection of a private partner for the PPP based on the findings of the advisory team assisting MAMF.
48414_36956,Sign a PPP contract with a private partner to implement the PPP.
48414_36957,Increased employment days of local farmers by at least 30 per cent.
48414_36958,"At least 200 women trained (30 per cent of those from the unpaid family employment category/subsistence farming),  and at least 70 new women-led Micro, Small and Medium Enterprises ('MSMEs') created."
48417_35230,"Annual energy savings of 42,918 MWh (and CO2 emission reductions of 10,000 tonnes per year) compared to current emission level of 30,925 tonnes CO2 per year and 132,725 MWh consumption."
48417_35231,Meaningful expansion of residential energy efficiency lending (5-10 loans) from a commercial bank.
48417_35232,All VIPA provided financing structured as debt
48417_35233,Loan in Arrears Ratio in ABRP portfolio to be less than 5 per cent
48417_35234,Securitisation of the VIPA?s repayment cash flows and issuance of green bond.
48417_35235,Securitisation and/or covered bond law are submitted to the parliament and adopted.
48418_33437,At least two other CHPs to switch away from coal
48418_33438,"Project to deliver a GHG emission reduction of at least 150,000 tons per year"
48418_33439,Full reutilisation of steel waste gases in AM Krakow
48418_33440,Dust emissions reduction by minimum 450 tonnes per year
48418_33441,Krakow CHP to reach IED compliance in terms of air emissions
48418_33442,At least one other power generation facility to reach IED compliance ahead of the derogation period
48418_33443,At least one other industrial player deciding to change fuel source for its CHP from coal to gas
48428_34750,Market 4G / LTE coverage to reach 95% from 88% in 2015
48428_34751,Broadband penetration increase from ca. 12% in 2015 to 40% in 2018
48428_34752,IPKO upgrading >95% of its mobile towers to 3G/4G across its sites
48429_33289,WiB loan portfolio to increase by at least 1.2x times the amount of relevant EBRD loan (by USD 3.6 m);
48429_33290,WiB sub-loan portfolio comprised by start-ups and/or first time loan customers at least 25% of the EBRD financed Loan;
48429_33291,Maintain NPLs ratio of EBRD WiB portfolio (PAR>90 days) below 5%.
48429_33292,Undertake baseline assessment to understand the business potential of WiB segment;
48429_33293,Ensure MIS supports data gathering and analysis that enables tracking of gender-based segments from the point of application for a loan or account;
48429_33294,ACBA to tailor financial products for Women led SMEs;
48429_33295,"ACBA to undertake changes in business models, and/or delivery mechanisms to reach out to Women led SMEs;"
48429_33296,"The average tenor of the WiB loan to be increased from the baseline average tenor of the Women SME loan (53 months), if observed to be shorter than the average tenor of the Men SME loan at the time of the baseline assessment of each PFI."
48429_33297,"The average size (ie, loan amount) of the WiB loan to be increased from the baseline average size of a Women SME loan (EUR 23,000), if observed to be of smaller size than the size of the Men SME loan at the time of the baseline assessment of each PFI."
48429_33298,At least 10 operational staff to receive training by programme consultant for a specialised WiB product
48429_33299,At least one seminar for middle and senior management to disseminate results of the baseline survey.
48432_38039,Successful issuance of EMB's HUF-denominated Covered Bonds on the Hungarian capital markets for minimum amount of HUF 200 billion.
48432_38040,"Covered Bonds issuances on the Hungarian capital markets in the short to medium term, for a total amount (including EMB) of HUF 400 billion."
48432_38041,Increase in percentage of outstanding covered bonds in the local capital markets to GDP: from 2% as of November 2016 to 2.4%.
48432_38043,"Secondary market activity for covered bonds on the Budapest Stock Exchange, at least one trade per year."
48432_38044,Private investors outside Erste Group Bank holding at least 70% of EMB?s issuances.
48432_38045,Percentage of non-bank financial institutions in covered bond issuances to increase from 24% to 35%.
48432_38046,In case NBH decides to pursue a covered bond purchase programme ? NBH?s participation in EMB?s issuances where EBRD is an investor to be limited to maximum 20% of each issue.
48432_38047,Maturity of CBs (that EBRD participates) of at least three years.
48432_38048,Minimum level of outstanding EMB?s performing residential mortgage loans with minimum maturity of one year financed through covered bonds (MFAR) to increase to 20%.
48432_38049,"Acquisition by EMB of independent mortgage liens from at least three third-party commercial banks, in addition to EBH."
48432_38050,Acquisition by EMB of independent liens on mortgage loans from third-party commercial banks for at least 15% of the cover pool.
48433_33307,WiB loan portfolio to increase by at least 1.4 times the amount of EBRD?s loan (from baseline EUR 9.1m and 30.2% of Idea?s MSME portfolio);
48433_33308,Maintaining regional penetration (i.e. at baseline 49% of women SME loans to be provided outside of capital city));
48433_33309,WiB sub-loan portfolio comprised by start-ups and/or first time loan customers5 by at least 25% of the EBRD Loan;
48433_33310,NPL ratio of EBRD WiB portfolio below 5%.
48433_33311,A baseline assessment to understand market segment following EBRD provided methodology to be conducted prior to the on-lending of the EBRD WiB loan;
48433_33312,Idea to ensure MIS supports data gathering and analysis that enables tracking of gender-based segments from the point of application for a loan or account;
48433_33313,Idea to tailor financial products for women SMEs;
48433_33314,"Idea to undertake changes in business models, and/or delivery mechanisms to reach out to women SMEs;"
48433_33315,"The average tenor of the WiB loan to be increased from the baseline average tenor of the women SME loan, if observed to be shorter than the average tenor of the Men SME loan at the time of the baseline assessment (the baseline of Idea did not confirm this);"
48433_33316,"The average size (ie, loan amount) of the WiB loan to be increased from the baseline average size of a women SME loan, if observed to be of smaller size than the size of the men SME loan at the time of the baseline assessment (the baseline of Idea did not confirm this)"
48433_33317,At list 10 operational staff to receive training by the consultant for a specialised WiB product;
48433_33318,At least one seminar for middle and senior management to disseminate results of the baseline survey.
48438_30946,Overall MSME lease portfolio to increase by at least 1.4 times the amount of EBRD?s loan (YE2015 Baseline: EUR 185 million)
48438_30947,Maintain share of regional (i.e. ex-Zagreb) MSME loans in RFL?s overall MSME portfolio at 45% (YE2015 Baseline: 45%)
48438_30948,MSME lending customer base to increase by at least 20% of RFL?s MSME clients to receive financing under the EBRD loan (YE2015 Baseline: 1517)
48438_30949,RFL?s NPL ratio to be less than 7.5%
48438_30950,Average maturity of sub-lease portfolio to be no less than 3 years
48439_36208,Annual IFRS audits
48439_36209,Establishment of an Integrated Management System (a) Quality Management System ISO 9001:2015 certification; b) Environmental Management System ISO 14001:2004 certification; and c) Occupational Health & Safety Management System ISO 45000 certification
48439_36210,"Introduction of ISO 50,001"
48439_36211,"CGAP ? gap analysis aimed at aligning the Company?s corporate governance standards with best practice used by companies listed on stock exchanges in advanced jurisdictions such as London and Dubai, completed to the Bank?s satisfaction"
48439_36212,Implementation of results/recommendations of the CGAP gap analysis to the Bank?s satisfaction
48439_36213,The Company supports the Bank?s policy dialogue with the Egyptian authorities and private sector on implementation of the EU Offshore Safety Directive
48439_36214,"Compliance with the EU Offshore Safety Directive for oil and gas operations, even before it becomes a legal requirement in Egypt"
48467_33338,Securitisation transaction to be completed at the amount envisaged
48467_33339,Senior Notes listed on the Irish Stock Exchange
48467_33340,Two external ratings to be received
48467_33341,EUR 10 million of senior notes to be traded on secondary market
48467_33342,"At least two ABS issuances by Greek banks to follow with participation of commercial investors, the latter subject to market conditions"
48467_33343,NBG to extend new SME loans at least in the amount of EBRD?s subscription (from EUR 10.3 billion performing SME portfolio at YE 2015)
48467_33344,New loans to be originated in line with eligibility criteria of ABS transaction
48485_32429,"General SME lending expansion:Outstanding SME portfolio to increase by at least 1.2x of the proceeds of the EBRD loan, i.e. by USD 120 million (from USD 743 million as of H1 2016)"
48485_32430,"Regional SME lending expansion: Loans outside of Greater Cairo to represent at least 50% of the proceeds of the EBRD loan, i.e. USD 50 million"
48485_32431,"Expansion of SME lending to new clients: SME lending customer base to increase from 1,926 as of H1 2016 by 78 new clients"
48485_32432,SME loan quality: Maintain risk management and underwriting quality
48502_35373,Increase in revenues from EUR 140m in 2015 by EUR 17m to EUR 157m in 2017
48502_35374,Increase in AFP's consolidated EBITDA margin from 6.9% in 2015 by 0.5 percentage point in 2016 and further 1.5 percentage in 2017
48502_35375,Employment and training in Switzerland of 10 people in Drnis/Croatia to operate the new machines
48502_35377,Transfer of seven machines from PPS to Omial
48502_35378,Employment of 12 people in Omial/Croatia to operate the transferred machines
48502_35380,Increase in revenues from EUR 35m in 2015 by EUR 45m to EUR 80m in 2017 (Omial)
48502_35381,Increase in Omial's EBITDA margin from 9.4% in 2015 by 0.5 percentage points in 2017
48502_35382,Merger of TOF into Aluflexpack Novi
48502_35383,Introduction of BRC in TOF (Drnis)
48502_35385,Implementation of Navision in Omial (Omis)
48502_35386,Implementation of ISO 15378:2011 Primary packaging materials for medicinal products in medicinal products in Aluflexpack Novi (Zadar)
48507_32631,Access to medium-term financing and potentially re-opening of the syndication market  and/or  bond market
48507_32632,At least three Greek Corporates to issue bonds with four year tenor at minimum
48507_32633,Company to increase use of alternative fuels in its Egypt operations to at least 20 per cent (from currently 2-3 per cent)
48507_32634,At least two more companies in Egypt that are not members of the CSI to increase use of alternative fuels to at least 15 per cent
48507_32635,"Company to reduce CO2 emissions by 150,000 tons/year as a result of investments in Egypt and Greece "
48507_32636,Titan to participate in at least 3 stakeholder engagement events to support the formulation of the recommendations for the low carbon path for the industry
48507_32637,Titan to contribute to finalisation and presentation of the Low Carbon Path Study for the Egyptian cement industry to the authorities
48507_32638,Continue engagement in WBCSD on sustainability in the cement industry for Titan?s plants in Greece and Egypt
48509_33608,Agribusiness portfolio to increase from a baseline of EUR 6 million as of H1 2016 to EUR 10 million by YE2018
48509_33609,Growth in the share of agribusiness loans in the GLP from 12.6% at H1 2016 to 17% at YE2018
48509_33610,Maximum NPL ratio (PAR 90 + Restructured) of 5% of new financed agribusiness Sub-loan portfolio (baseline of 7% as of H1 2016)
48509_33611,10 credit officers to be trained in agrilending techniques
48509_33612,At least 2 trainers in BESA to be trained by the consultant
48509_33613,Strengthening of current MIS interface for cash flow lending and improvements in IT/MIS infrastructure for monitoring and reporting 
48509_33614,Eligible agribusiness customers to benefit from targeted business advice by ASB team (progress to be reported by ASB) 
48511_33263,-WiB loan portfolio to increase by at least 1.4 times the amount of EBRD?s  loan (by USD 14 million);
48511_33264,-WiB sub-loan portfolio comprised by start-ups and/or first time loan customers at least 25% of the EBRD Loan;
48511_33265,-Maintain NPLs ratio of EBRD WiB portfolio below 5%
48511_33266,-A baseline assessment to understand market segment following EBRD provided methodology to be conducted prior to the on-lending of the EBRD WiB loan;
48511_33267,-Ameriabank to ensure MIS supports data gathering and analysis that enables tracking of gender-based segments from the point of application for a loan or account;
48511_33268,-Ameriabank to tailor financial products for Women SMEs;
48511_33269,#NAME?
48511_33270,"-Ameriabank to undertake changes in business models, and/or delivery mechanisms to reach out to Women SMEs;"
48511_33271,"-The average size (ie, loan amount) of the WiB loan to be increased from the baseline average size of a Women SME loan (EUR 33,168 for Women Retail SME loans)."
48511_33272,-At least 10 operational PFI staff to receive training by programme consultant for a specialised WiB product;
48511_33273,#NAME?
_,
_,
_,
_,
_,
_,
_,
_,
_,
48519_31848,Improved market liquidity through evidence of significant monthly secondary market activity of the issue
48519_31849,"Replication of similar bond issue by at least 2 other municipalities in the region that are publicly placed with multiple investors, with tenors of at least 5 years"
48519_31850,"Replication of one HRK based, publicly placed and traded municipal bond issue in Croatia"
48519_31851,Achievement of the repo eligibility of the bond 
48519_31852,Introduction of Bondholder meetings for the corporate / municipal bonds
48542_36500,"At least 1,000 new franchisees join the Zabka system (from current ~3,000)"
48542_36501,Roll-out of the new franchisee profit sharing system across the store network
48542_36502,Reduction in annual churn rates of franchisees from 25% in FY 2016 to below 20%
