code,ind_name,ind_name_desc
ST.10.15,Number of loans disbursed by partner financial institution disbursed for manufacturing and services,"Number of loans disbursed by partner financial institution in the targeted segment during the reporting period by a partner financial institution. The type of target segment will be specified from the following menu: Mortgage, Non-bank refers to insurance, leasing, SMEs, Green Economy , Women-led businesses, Regions, Agriculture sector, and other target segments to be defined."
O.14.16,Project implementation support completed: Action plan for implementation of new or updated product or service approved,"Project implementation support is the provision of expertise to support the implementation and/or the monitoring of an engagement. Project implementation support is considered to be completed when the defined product or activity has been delivered to the client in the agreed timeframe and to the required specifications. This can include the final drafting or approval of a report with recommendations or plan and support for implementation of the recommendations/plan. It can also include support to ensure compliance with EBRD requirements, standards and covenants. The nature of the support to be implemented should be specified at project design/approval."
LT.1.15,Volume of outstanding loans of partner financial institution for manufacturing and services,"Volume (millions) expressed in EUR equivalent of outstanding loans of partner financial institution in the target segment remaining on partner financial institutions’ balance sheet at the end of the reporting period. The type of target segment will be specified from the following menu: Mortgage, Non-bank (refers to insurance, leasing), MSMEs, Green Economy, Women-led businesses, Regions, Agribusiness sector, and other target segments to be defined."
ST.9.15,Volume of loans disbursed by partner financial institution for manufacturing and services,"Volume (millions) expressed in EUR equivalent of disbursed in the target segment over the reporting period by a partner financial institution. The type of target area will be specified from the following menu: agribusiness, information & communication technologies, manufacturing & services, property & tourism, natural resources, power & energy, women-led businesses, women-led (M)SMEs, energy efficiency investments, renewable energy investments, resource efficiency investments, climate adaptation investments."
ST.13.19,Practices of the relevant stakeholder improved (climate change adaptation practices) ,"Practices of the client or relevant stakeholder improved as targeted is defined as those practices that have been raised to a better quality or standard defined by measurable performance indicators agreed upon at project signing. The type of practices will be specified from the following list: inclusive procurement practices of companies in the client's supply chain, inclusive procurement practices of the client's holding company, equal opportunity practices of the client, equal opportunity practices of companies in the client's supply chain, equal opportunity practices of the client's holding company, environmental, EMS/disclosure, agriculture-specific practices (SEED toolkit/Smart retail concept/supply chain mapping), permitting/licensing procedures, social protection measures, system reliability, NPL domain, deposit insurance, operational, anti-corruption action plan, MSME non-financial management, others, innovative green business model, climate change adaptation practices."
O.14.16,Project implementation support completed: Action plan for implementation of new or updated product or service approved,"Project implementation support is the provision of expertise to support the implementation and/or the monitoring of an engagement. Project implementation support is considered to be completed when the defined product or activity has been delivered to the client in the agreed timeframe and to the required specifications. This can include the final drafting or approval of a report with recommendations or plan and support for implementation of the recommendations/plan. It can also include support to ensure compliance with EBRD requirements, standards and covenants. The nature of the support to be implemented should be specified at project design/approval."
LT.21.16,Total gross insurance premium for property and tourism,Volume (millions) expressed in EUR equivalent of total gross insurance premium for target segment at the end of the reporting period. The type of target segment will be specified from the following menu: life and non-life.
ST.121.16,Average size of loans disbursed by partner financial institution to clients in property and tourism,"Average size of sub-loans disbursed to clients during a reporting period. The type of target segment will be specified from the following menu: mortgage, leasing, SMEs, energy efficiency investments, renewable energy investments, efficiency investments, climate adaptation investments, women-led businesses, women-led (M)SMEs, target regions, agriculture sector , TFP (Trade Finance Programme), energy efficiency investments, renewable energy investments, resource efficiency investments, climate adaptation investments, information and communication technologies, manufacturing and services, property and tourism, natural resources, power and energy, local currency, DCTFA compliance"
LT.19.16,Number of outstanding loans of partner financial institution for property and tourism,"Number of outstanding loans of partner financial institution in the target segment remaining on partner financial institutions’ balance sheet at the end of the reporting period. The type of target segment will be specified from the following menu: Mortgage, Non-bank refers to insurance, leasing, SMEs, Green Economy, Women-led businesses, Regions, Agriculture sector, and other target segments to be defined."
ST.10.16,Number of loans disbursed by partner financial institution disbursed for property and tourism,"Number of loans disbursed by partner financial institution in the targeted segment during the reporting period by a partner financial institution. The type of target segment will be specified from the following menu: Mortgage, Non-bank refers to insurance, leasing, SMEs, Green Economy , Women-led businesses, Regions, Agriculture sector, and other target segments to be defined."
O.8.19,Business advisory recommendations agreed: Strategy/business model recommendations approved,"Business advisory recommendation is the guidance offered to a client with regard to an action to be implemented. Business advisory recommendations are considered to be agreed by the client when such have been delivered (by EBRD or the consultant) and accepted by the by the client for implementation according to the timeline and details specified. Business advisory services may includes: Business Advice, Sectoral Advice, Inclusion & Gender Advice, Green, Energy Efficiency & Climate Change Advice, Integrity and Risk Management Advice, Local Currency and Capital Markets Advice, Environmental and, Social related Advice, Governance Advice. The nature of the advice should be specified at project design/approval."
LT.1.16,Volume of outstanding loans of partner financial institution for property and tourism,"Volume (millions) expressed in EUR equivalent of outstanding loans of partner financial institution in the target segment remaining on partner financial institutions’ balance sheet at the end of the reporting period. The type of target segment will be specified from the following menu: Mortgage, Non-bank (refers to insurance, leasing), MSMEs, Green Economy, Women-led businesses, Regions, Agribusiness sector, and other target segments to be defined."
ST.9.16,Volume of loans disbursed by partner financial institution for property and tourism,"Volume (millions) expressed in EUR equivalent of disbursed in the target segment over the reporting period by a partner financial institution. The type of target area will be specified from the following menu: agribusiness, information & communication technologies, manufacturing & services, property & tourism, natural resources, power & energy, women-led businesses, women-led (M)SMEs, energy efficiency investments, renewable energy investments, resource efficiency investments, climate adaptation investments."
O.14.16,Project implementation support completed: Action plan for implementation of new or updated product or service approved,"Project implementation support is the provision of expertise to support the implementation and/or the monitoring of an engagement. Project implementation support is considered to be completed when the defined product or activity has been delivered to the client in the agreed timeframe and to the required specifications. This can include the final drafting or approval of a report with recommendations or plan and support for implementation of the recommendations/plan. It can also include support to ensure compliance with EBRD requirements, standards and covenants. The nature of the support to be implemented should be specified at project design/approval."
LT.21.17,Total gross insurance premium for natural resources,Volume (millions) expressed in EUR equivalent of total gross insurance premium for target segment at the end of the reporting period. The type of target segment will be specified from the following menu: life and non-life.
ST.121.17,Average size of loans disbursed by partner financial institution to clients in natural resources,"Average size of sub-loans disbursed to clients during a reporting period. The type of target segment will be specified from the following menu: mortgage, leasing, SMEs, energy efficiency investments, renewable energy investments, efficiency investments, climate adaptation investments, women-led businesses, women-led (M)SMEs, target regions, agriculture sector , TFP (Trade Finance Programme), energy efficiency investments, renewable energy investments, resource efficiency investments, climate adaptation investments, information and communication technologies, manufacturing and services, property and tourism, natural resources, power and energy, local currency, DCTFA compliance"
LT.19.17,Number of outstanding loans of partner financial institution for natural resources,"Number of outstanding loans of partner financial institution in the target segment remaining on partner financial institutions’ balance sheet at the end of the reporting period. The type of target segment will be specified from the following menu: Mortgage, Non-bank refers to insurance, leasing, SMEs, Green Economy, Women-led businesses, Regions, Agriculture sector, and other target segments to be defined."
ST.10.17,Number of loans disbursed by partner financial institution disbursed for natural resources,"Number of loans disbursed by partner financial institution in the targeted segment during the reporting period by a partner financial institution. The type of target segment will be specified from the following menu: Mortgage, Non-bank refers to insurance, leasing, SMEs, Green Economy , Women-led businesses, Regions, Agriculture sector, and other target segments to be defined."
O.14.16,Project implementation support completed: Action plan for implementation of new or updated product or service approved,"Project implementation support is the provision of expertise to support the implementation and/or the monitoring of an engagement. Project implementation support is considered to be completed when the defined product or activity has been delivered to the client in the agreed timeframe and to the required specifications. This can include the final drafting or approval of a report with recommendations or plan and support for implementation of the recommendations/plan. It can also include support to ensure compliance with EBRD requirements, standards and covenants. The nature of the support to be implemented should be specified at project design/approval."
LT.1.17,Volume of outstanding loans of partner financial institution for natural resources,"Volume (millions) expressed in EUR equivalent of outstanding loans of partner financial institution in the target segment remaining on partner financial institutions’ balance sheet at the end of the reporting period. The type of target segment will be specified from the following menu: Mortgage, Non-bank (refers to insurance, leasing), MSMEs, Green Economy, Women-led businesses, Regions, Agribusiness sector, and other target segments to be defined."
ST.9.17,Volume of loans disbursed by partner financial institution for natural resources,"Volume (millions) expressed in EUR equivalent of disbursed in the target segment over the reporting period by a partner financial institution. The type of target area will be specified from the following menu: agribusiness, information & communication technologies, manufacturing & services, property & tourism, natural resources, power & energy, women-led businesses, women-led (M)SMEs, energy efficiency investments, renewable energy investments, resource efficiency investments, climate adaptation investments."
O.14.16,Project implementation support completed: Action plan for implementation of new or updated product or service approved,"Project implementation support is the provision of expertise to support the implementation and/or the monitoring of an engagement. Project implementation support is considered to be completed when the defined product or activity has been delivered to the client in the agreed timeframe and to the required specifications. This can include the final drafting or approval of a report with recommendations or plan and support for implementation of the recommendations/plan. It can also include support to ensure compliance with EBRD requirements, standards and covenants. The nature of the support to be implemented should be specified at project design/approval."
LT.21.18,Total gross insurance premium for power and energy,Volume (millions) expressed in EUR equivalent of total gross insurance premium for target segment at the end of the reporting period. The type of target segment will be specified from the following menu: life and non-life.
ST.121.18,Average size of loans disbursed by partner financial institution to clients in power and energy,"Average size of sub-loans disbursed to clients during a reporting period. The type of target segment will be specified from the following menu: mortgage, leasing, SMEs, energy efficiency investments, renewable energy investments, efficiency investments, climate adaptation investments, women-led businesses, women-led (M)SMEs, target regions, agriculture sector , TFP (Trade Finance Programme), energy efficiency investments, renewable energy investments, resource efficiency investments, climate adaptation investments, information and communication technologies, manufacturing and services, property and tourism, natural resources, power and energy, local currency, DCTFA compliance"
LT.19.18,Number of outstanding loans of partner financial institution for power and energy,"Number of outstanding loans of partner financial institution in the target segment remaining on partner financial institutions’ balance sheet at the end of the reporting period. The type of target segment will be specified from the following menu: Mortgage, Non-bank refers to insurance, leasing, SMEs, Green Economy, Women-led businesses, Regions, Agriculture sector, and other target segments to be defined."
ST.10.18,Number of loans disbursed by partner financial institution disbursed for power and energy,"Number of loans disbursed by partner financial institution in the targeted segment during the reporting period by a partner financial institution. The type of target segment will be specified from the following menu: Mortgage, Non-bank refers to insurance, leasing, SMEs, Green Economy , Women-led businesses, Regions, Agriculture sector, and other target segments to be defined."
O.8.21,Business advisory recommendations agreed: Financial restructuring recommendations accepted,"Business advisory recommendation is the guidance offered to a client with regard to an action to be implemented. Business advisory recommendations are considered to be agreed by the client when such have been delivered (by EBRD or the consultant) and accepted by the by the client for implementation according to the timeline and details specified. Business advisory services may includes: Business Advice, Sectoral Advice, Inclusion & Gender Advice, Green, Energy Efficiency & Climate Change Advice, Integrity and Risk Management Advice, Local Currency and Capital Markets Advice, Environmental and, Social related Advice, Governance Advice. The nature of the advice should be specified at project design/approval."
LT.1.18,Volume of outstanding loans of partner financial institution for power and energy,"Volume (millions) expressed in EUR equivalent of outstanding loans of partner financial institution in the target segment remaining on partner financial institutions’ balance sheet at the end of the reporting period. The type of target segment will be specified from the following menu: Mortgage, Non-bank (refers to insurance, leasing), MSMEs, Green Economy, Women-led businesses, Regions, Agribusiness sector, and other target segments to be defined."
ST.9.18,Volume of loans disbursed by partner financial institution for power and energy,"Volume (millions) expressed in EUR equivalent of disbursed in the target segment over the reporting period by a partner financial institution. The type of target area will be specified from the following menu: agribusiness, information & communication technologies, manufacturing & services, property & tourism, natural resources, power & energy, women-led businesses, women-led (M)SMEs, energy efficiency investments, renewable energy investments, resource efficiency investments, climate adaptation investments."
O.14.22,Project implementation support completed: Organisational restructuring plan approved,"Project implementation support is the provision of expertise to support the implementation and/or the monitoring of an engagement. Project implementation support is considered to be completed when the defined product or activity has been delivered to the client in the agreed timeframe and to the required specifications. This can include the final drafting or approval of a report with recommendations or plan and support for implementation of the recommendations/plan. It can also include support to ensure compliance with EBRD requirements, standards and covenants. The nature of the support to be implemented should be specified at project design/approval."
LT.21.19,Total gross insurance premium for local currency,Volume (millions) expressed in EUR equivalent of total gross insurance premium for target segment at the end of the reporting period. The type of target segment will be specified from the following menu: life and non-life.
ST.121.19,Average size of loans disbursed by partner financial institution to clients in local currency,"Average size of sub-loans disbursed to clients during a reporting period. The type of target segment will be specified from the following menu: mortgage, leasing, SMEs, energy efficiency investments, renewable energy investments, efficiency investments, climate adaptation investments, women-led businesses, women-led (M)SMEs, target regions, agriculture sector , TFP (Trade Finance Programme), energy efficiency investments, renewable energy investments, resource efficiency investments, climate adaptation investments, information and communication technologies, manufacturing and services, property and tourism, natural resources, power and energy, local currency, DCTFA compliance"
LT.19.19,Number of outstanding loans of partner financial institution for local currency,"Number of outstanding loans of partner financial institution in the target segment remaining on partner financial institutions’ balance sheet at the end of the reporting period. The type of target segment will be specified from the following menu: Mortgage, Non-bank refers to insurance, leasing, SMEs, Green Economy, Women-led businesses, Regions, Agriculture sector, and other target segments to be defined."
ST.10.19,Number of loans disbursed by partner financial institution disbursed for local currency,"Number of loans disbursed by partner financial institution in the targeted segment during the reporting period by a partner financial institution. The type of target segment will be specified from the following menu: Mortgage, Non-bank refers to insurance, leasing, SMEs, Green Economy , Women-led businesses, Regions, Agriculture sector, and other target segments to be defined."
O.8.22,Business advisory recommendations agreed: Number of advisory services or business coaching projects undertaken with SMEs to support access to markets and finance opportunities,"Business advisory recommendation is the guidance offered to a client with regard to an action to be implemented. Business advisory recommendations are considered to be agreed by the client when such have been delivered (by EBRD or the consultant) and accepted by the by the client for implementation according to the timeline and details specified. Business advisory services may includes: Business Advice, Sectoral Advice, Inclusion & Gender Advice, Green, Energy Efficiency & Climate Change Advice, Integrity and Risk Management Advice, Local Currency and Capital Markets Advice, Environmental and, Social related Advice, Governance Advice. The nature of the advice should be specified at project design/approval."
LT.1.19,Volume of outstanding loans of partner financial institution for local currency,"Volume (millions) expressed in EUR equivalent of outstanding loans of partner financial institution in the target segment remaining on partner financial institutions’ balance sheet at the end of the reporting period. The type of target segment will be specified from the following menu: Mortgage, Non-bank (refers to insurance, leasing), MSMEs, Green Economy, Women-led businesses, Regions, Agribusiness sector, and other target segments to be defined."
ST.9.19,Volume of loans disbursed by partner financial institution for local currency,"Volume (millions) expressed in EUR equivalent of disbursed in the target segment over the reporting period by a partner financial institution. The type of target area will be specified from the following menu: agribusiness, information & communication technologies, manufacturing & services, property & tourism, natural resources, power & energy, women-led businesses, women-led (M)SMEs, energy efficiency investments, renewable energy investments, resource efficiency investments, climate adaptation investments."
LT.21.20,Total gross insurance premium for DCTFA compliance,Volume (millions) expressed in EUR equivalent of total gross insurance premium for target segment at the end of the reporting period. The type of target segment will be specified from the following menu: life and non-life.
ST.121.20,Average size of loans disbursed by partner financial institution to clients in DCTFA compliance,"Average size of sub-loans disbursed to clients during a reporting period. The type of target segment will be specified from the following menu: mortgage, leasing, SMEs, energy efficiency investments, renewable energy investments, efficiency investments, climate adaptation investments, women-led businesses, women-led (M)SMEs, target regions, agriculture sector , TFP (Trade Finance Programme), energy efficiency investments, renewable energy investments, resource efficiency investments, climate adaptation investments, information and communication technologies, manufacturing and services, property and tourism, natural resources, power and energy, local currency, DCTFA compliance"
LT.19.20,Number of outstanding loans of partner financial institution for DCTFA compliance,"Number of outstanding loans of partner financial institution in the target segment remaining on partner financial institutions’ balance sheet at the end of the reporting period. The type of target segment will be specified from the following menu: Mortgage, Non-bank refers to insurance, leasing, SMEs, Green Economy, Women-led businesses, Regions, Agriculture sector, and other target segments to be defined."
ST.10.20,Number of loans disbursed by partner financial institution disbursed for DCTFA compliance,"Number of loans disbursed by partner financial institution in the targeted segment during the reporting period by a partner financial institution. The type of target segment will be specified from the following menu: Mortgage, Non-bank refers to insurance, leasing, SMEs, Green Economy , Women-led businesses, Regions, Agriculture sector, and other target segments to be defined."
O.8.23,Business advisory recommendations agreed: Number of entrepreneurs receiving business diagnostic services,"Business advisory recommendation is the guidance offered to a client with regard to an action to be implemented. Business advisory recommendations are considered to be agreed by the client when such have been delivered (by EBRD or the consultant) and accepted by the by the client for implementation according to the timeline and details specified. Business advisory services may includes: Business Advice, Sectoral Advice, Inclusion & Gender Advice, Green, Energy Efficiency & Climate Change Advice, Integrity and Risk Management Advice, Local Currency and Capital Markets Advice, Environmental and, Social related Advice, Governance Advice. The nature of the advice should be specified at project design/approval."
LT.1.20,Volume of outstanding loans of partner financial institution for DCTFA compliance,"Volume (millions) expressed in EUR equivalent of outstanding loans of partner financial institution in the target segment remaining on partner financial institutions’ balance sheet at the end of the reporting period. The type of target segment will be specified from the following menu: Mortgage, Non-bank (refers to insurance, leasing), MSMEs, Green Economy, Women-led businesses, Regions, Agribusiness sector, and other target segments to be defined."
ST.9.20,Volume of loans disbursed by partner financial institution for DCTFA compliance,"Volume (millions) expressed in EUR equivalent of disbursed in the target segment over the reporting period by a partner financial institution. The type of target area will be specified from the following menu: agribusiness, information & communication technologies, manufacturing & services, property & tourism, natural resources, power & energy, women-led businesses, women-led (M)SMEs, energy efficiency investments, renewable energy investments, resource efficiency investments, climate adaptation investments."
O.8.24,Business advisory recommendations agreed: Number of advisory services or business coaching projects undertaken with women-led SMEs to support access to markets and finance opportunities,"Business advisory recommendation is the guidance offered to a client with regard to an action to be implemented. Business advisory recommendations are considered to be agreed by the client when such have been delivered (by EBRD or the consultant) and accepted by the by the client for implementation according to the timeline and details specified. Business advisory services may includes: Business Advice, Sectoral Advice, Inclusion & Gender Advice, Green, Energy Efficiency & Climate Change Advice, Integrity and Risk Management Advice, Local Currency and Capital Markets Advice, Environmental and, Social related Advice, Governance Advice. The nature of the advice should be specified at project design/approval."
O.8.25,Business advisory recommendations agreed: Number of women entrepreneurs receiving business diagnostic services,"Business advisory recommendation is the guidance offered to a client with regard to an action to be implemented. Business advisory recommendations are considered to be agreed by the client when such have been delivered (by EBRD or the consultant) and accepted by the by the client for implementation according to the timeline and details specified. Business advisory services may includes: Business Advice, Sectoral Advice, Inclusion & Gender Advice, Green, Energy Efficiency & Climate Change Advice, Integrity and Risk Management Advice, Local Currency and Capital Markets Advice, Environmental and, Social related Advice, Governance Advice. The nature of the advice should be specified at project design/approval."
LT.9.0,Market share of client,The percentage of a market's total sales that is earned by a client over reported period. This applies to the cases of clients which can be new or non-dominant.
ST.999.0,Generic Indicator,This is a generic indicator. Please use when you cannot find a suitable COI indicator.
O.15.0,Number of knowledge products disseminated,"Number of knowledge products prepared and shared with intended beneficiaries on a target subject area prepared with the support of EBRD (direct preparation or as part of a consultancy). Knowledge products may include: sector or country specific surveys and analysis, or other products which contribute to dissemination of knowledge or best practice. The type of product(s) should be specified at project design/approval."
ST.14.0,Number of business partners in the client's target value chain,"Number of suppliers, service providers or customers that engage in business transactions with the client in a target value chain."
ST.83.0,Increase in Free Float Market Capitalisation,An increase in the free float measure of the equity market based on the calculation which takes the equity's price and multiplying it by the number of shares readily available in the market.
ST.112.0,Relevant Issuance or Issuer public credit rating or other eligible certification,"The evidence of the issuance being publicly rated, i.e. having been assigned a relevant public credit rating. This rating can be either in relation to the issuer or the issuance."
LT.37.0,Money market activity increased,Money market activity is occurring in the market where financial instruments with high liquidity and very short maturities are traded. It can include: (i). Fixed income instrument (ii). ST interbank lending and borrowing in LCY and FCY (iii). Simple forward contracts and FX swaps) The achievement is measured based on an increase from the baseline level of money market activities. 
ST.96.0,Maturity of the New Issuance or Average Tenor of the Portfolio,"The maturity of the new issuance refers to the contractual maturity of the issue (expressed in months) of the targeted structured instrument, or in the case of asset backed securities (ABS) the expected maturity. In case of amortising repayment schedules the contractual maturity shall be the date of the last scheduled contractual repayment. For the aggregated portfolio, maturity refers to the arithmetic average of contractual maturity or expected maturity in ABS structures (in months) of all outstanding debt instruments in the applicable portfolio at the time of measurement."
LT.58.0,Tariffs reached the target level,Changes (increase or decrease) to tariff regulation/system level for a given sector or sub-sector as per targeted and to be implemented by the relevant authorities. This can result as part of a legal or regulatory framework update or change.
ST.106.0,Recommended policy or strategy agreed by relevant stakeholder(s),"Recommended policy or strategy approved by relevant stakeholder(s) refers to evidence of a new or amended policy or strategy, which responds to recommendations arising from policy engagement activities advocated and/or supported by EBRD, formally approved by the relevant stakeholder(s)."
ST.100.0,Effective balancing and settlement mechanism improved,"The evidence and/or qualitative accounts of applying tools to improve balance of electricity supply and demand, or settlement process for discrepancies between amount of electricity contracted and actually generated or consumed."
ST.102.0,Policy dialogue platform is operational,"Demonstrated evidence and/or qualitative accounts of a policy dialogue platform, e.g. Investment Council or other platform, having been set up and running according to agreed milestones."
LT.14.0,Successor fund raised,The successor fund is successfully raised as targeted. It involves the raising of a subsequent fund.
O.10.0,Compliance with pre-signing requirements standards,"Compliance with pre-signing requirements standards. Types of standards include: operational, environmental (including building /goods certifications), business, financial, licensing, quality, health and safety, procurement, reporting, cyanide management, CSR reporting. The types of levels include ISO, AML, IFRS, CIPS, EITI etc. The type of standard should be specified at project design/approval."
O.11.0,Level of capital of the client increased to targeted levels,Level of capital of the client increased to target. The target level of capital should be specified at project design/approval.
O.9.0,Advocacy/knowledge management activity(ies) delivered,"Advocacy/knowledge management activity delivered to the targeted stakeholder group on time and as per expected coverage. Advocacy may include activities or products such as: advocacy, outreach, cooperation/agreement with an education provider, knowledge transfer, training, studies and publications. Knowledge management activities may include but are not limited to workshops, events, capacity training specific to knowledge dissemination or sharing. The nature of the activity delivered should be specified at project design/approval."
LT.6.0,"Legal, institutional or regulatory frameworks in target areas improved","Legal, institutional or regulatory frameworks in target areas improved. Target areas includes but is not limited to: implementation of sector unbundling, adoption of energy law in line with international best practice (e.g. transposition of EU acquis), introduction of cost-reflective tariffs, market liberalization, establishment of independent regulator, national skills policies and institutions (skills verification systems, curricula development, skills standards), inclusive procurement policies, labour market institutions, rural development policies and institutions etc. The nature of the target area should be specified in the project design."
ST.11.0,Operational restructuring completed,Operational restructuring completed as targeted is defined as the process through which a company re-organizes or transforms internally as agreed upon project signing.
ST.111.0,Issuance listed on a national or/and international exchange,Issuance listed on a national or international exchange. The evidence of issuance being listed on national or international stock exchange.
ST.119.0,National or international benchmark index included,It refers to the national or international benchmark index being included by the EBRD's activity. 
ST.120.0,Institution-level capacity strengthened in target area,Demonstrated evidence and/or qualitative accounts of the facilitation and consolidation of capacities at an individual and/or organisational level to strengthen institutional-level capacities.
ST.17.0,New or updated information system introduced,"New or updated information system introduced as targeted. Information systems may include: appraisal systems, risk assessment systems, procurement systems, MIS systems etc."
ST.24.0,Pre-privatisation programme completed,This indicator measures the progress of a Pre-privatisation programme as specified in the project design.
LT.20.0,Regional market platform operationalised,Regional market platform is a cross-border market platform capital market in which long-term debt or equity-backed securities are bought and sold . The operationalisation is assessed based on the number of market participants.
ST.38.0,Capital Market Platform Launched,"Evidence of a successful launch of a new capital market platform as on outcome of the Bank's action. This may range from stock exchanges to depositories, amongst others."
ST.39.0,Membership in trading platforms,Membership in regional or alternative financing trading platforms supported or increased to target level. The indicator refers to some evidence in relation to support of increase of such membership to a target level in comparison to the baseline. It is assessed in relation to the number of remote market connections.
ST.43.0,Institutional saving schemes established or improved,Institutional saving scheme refers to the saving scheme established at the institutional level. The indicator refers to evidence of establishing or improving such schemes.
ST.46.0,Hedge able capital market instrument pricing benchmark utilised,New capital market instrument pricing benchmark is being fully utilised in the market.
ST.49.0,Solutions for increased local currency financing,The evidence of the support to local currency financing and limiting FX rate risks for unhedged borrowers solutions in comparison to the baseline level.
ST.16.6,Number of youth earning an accredited certification and enhancing their skills as a result of training,"Number of individuals successfully completing the training and undergoing successfully an assessment of skills learnt for discussion. The number of individuals should be disaggregated by sex. The type of individuals should be specified in the following menu: women, youth, local population, individuals, youth earning an accredited certification, local population earning an accredited certification."
ST.7.0,Tariff reform in target segment adopted by authorities,Tariff reform is defined as a change in the existing system of tariff regulation resulting in the adoption of a modern and transparent framework for regulation. A tariff reform is considered to be adopted by the relevant authorities when the agreed changes have been implemented and rolled-out to the public.
ST.70.0,Organisational restructuring completed as targeted,"Organisational restructuring completed as targeted. This may includes: consolidation, corporatisation, decentralisation, unbundling etc."
ST.71.0,Financial restructuring completed as targeted,A financial restructuring occurs where substantive changes to the structure of the project are negotiated after the first (non-fee) disbursement and where a material impact on the credit is then evidenced through new signed legal documentation.
ST.76.0,Regulatory body established or strengthened as targeted,Regulatory body established or strengthened as targeted. A regulatory body is considered to be established when it has been designed and set-up according to milestones set as targeted. A regulatory body is considered to be strengthened when its operational standards and/or practices have been improved as a result of changes pursued or supported by the Bank. The type of regulatory body should be specified in the project design/approval.
O.14.16,Project implementation support completed: Action plan for implementation of new or updated product or service approved,"Project implementation support is the provision of expertise to support the implementation and/or the monitoring of an engagement. Project implementation support is considered to be completed when the defined product or activity has been delivered to the client in the agreed timeframe and to the required specifications. This can include the final drafting or approval of a report with recommendations or plan and support for implementation of the recommendations/plan. It can also include support to ensure compliance with EBRD requirements, standards and covenants. The nature of the support to be implemented should be specified at project design/approval."
ST.93.0,Capacity of the client financial intermediary improved,"The assessment of the improvement in FI client's capacity which could include ability to market, trade, bank's assessment methodology for lending to various sectors (agriculture, trade) or groups (sex)."
LT.77.0,Money Market Instrument  Introduced,"Evidence of short-term debts and securities being introduced to an arena in which financial institutions are available to a broad range of borrowers and investors, i.e. money market."
ST.94.0,NPL resolution mechanism established,It refers to the evidence of NPL resolution mechanism being established with the Bank's assistance.
ST.118.0,Volume of direct EBRD financing as a result of technical cooperation,The amount of EBRD finance provided that can be attributed to results of one or more Technical Cooperation (TC) projects.
LT.78.0,Volume of new capital market activity raised,"Volume (millions) expressed of local or foreign currency of a new (to the market) capital market instruments over reporting period and measured at the ex-ante stage. Transactions that have an element of local capital market development, could include: (i). Investments in a bond, a securitisation (excluding DPR), a repo or derivative framework, or (ii). Equity investments in a listed company, IPO incl. pre-IPO investments, a capital market infrastructure (stock exchanges, depositories, etc.) or a domestic institutional investor focussing on long term investments (life insurance companies and pension funds, but not banks or non-life insurance companies), or (iii). Investments in a deposit insurance guarantee scheme. (iv). Investments in Capital Market Development Funds and Listed SME Investment Vehicles "
O.7.1,Number of individuals trained,"Number of beneficiaries that received training supported by the Bank’s activities during the reporting period. Type of recipient will be specified from the following menu: individuals, households, firms. Number of individuals should be disaggregated by sex. The type of training should be specified at project design/approval."
O.7.2,Number of households trained,"Number of beneficiaries that received training supported by the Bank’s activities during the reporting period. Type of recipient will be specified from the following menu: individuals, households, firms. Number of individuals should be disaggregated by sex. The type of training should be specified at project design/approval."
O.7.3,Number of firms trained,"Number of beneficiaries that received training supported by the Bank’s activities during the reporting period. Type of recipient will be specified from the following menu: individuals, households, firms. Number of individuals should be disaggregated by sex. The type of training should be specified at project design/approval."
ST.35.1,Net increase in road infrastructure usage and/or capacity,"Expansion of target infrastructure network, as measured by net increase in the usage and/or capacity. The type of infrastructure will be specified from the following menu: road infrastructure, rail infrastructure, port infrastructure, air cargo infrastructure, intermodal infrastructure or energy infrastructure. The nature of the throughput will be specified in terms of AADT (Annual Average Daily Traffic), passenger numbers and or freight (tonnage)."
ST.35.2,Net increase in rail infrastructure usage and/or capacity,"Expansion of target infrastructure network, as measured by net increase in the usage and/or capacity. The type of infrastructure will be specified from the following menu: road infrastructure, rail infrastructure, port infrastructure, air cargo infrastructure, intermodal infrastructure or energy infrastructure. The nature of the throughput will be specified in terms of AADT (Annual Average Daily Traffic), passenger numbers and or freight (tonnage)."
ST.35.3,Net increase in port infrastructure usage and/or capacity,"Expansion of target infrastructure network, as measured by net increase in the usage and/or capacity. The type of infrastructure will be specified from the following menu: road infrastructure, rail infrastructure, port infrastructure, air cargo infrastructure, intermodal infrastructure or energy infrastructure. The nature of the throughput will be specified in terms of AADT (Annual Average Daily Traffic), passenger numbers and or freight (tonnage)."
ST.35.4,Net increase in air cargo/airport infrastructure usage and/or capacity,"Expansion of target infrastructure network, as measured by net increase in the usage and/or capacity. The type of infrastructure will be specified from the following menu: road infrastructure, rail infrastructure, port infrastructure, air cargo infrastructure, intermodal infrastructure or energy infrastructure. The nature of the throughput will be specified in terms of AADT (Annual Average Daily Traffic), passenger numbers and or freight (tonnage)."
ST.35.5,Net increase in intermodal infrastructure usage and/or capacity,"Expansion of target infrastructure network, as measured by net increase in the usage and/or capacity. The type of infrastructure will be specified from the following menu: road infrastructure, rail infrastructure, port infrastructure, air cargo infrastructure, intermodal infrastructure or energy infrastructure. The nature of the throughput will be specified in terms of AADT (Annual Average Daily Traffic), passenger numbers and or freight (tonnage)."
