code,ind_name
LT.1.8,Volume of outstanding loans of partner financial institution for women-led businesses
ST.9.8,Volume of loans disbursed by partner financial institution for women-led businesses
ST.15.8,New or updated GET technology or product leading to water savings introduced
ST.12.9,Improved reporting standards
ST.13.9,Practices of the relevant stakeholder improved (permitting/licensing procedures) 
O.14.9,Project implementation support completed: Market demand analysis accepted
ST.31.9,New financing instrument or method introduced: non-recourse lending
ST.47.9,Market infrastructure improved: energy infrastructure
LT.21.9,Total gross insurance premium for women-led (M)SMEs
ST.121.9,Average size of loans disbursed by partner financial institution to clients in women-led (M)SMEs
LT.19.9,Number of outstanding loans of partner financial institution for women-led (M)SMEs
ST.10.9,Number of loans disbursed by partner financial institution disbursed for women-led (M)SMEs
LT.22.9,Financial performance of partner financial institution: Capital Adequacy Ratio
O.8.9,Business advisory recommendations agreed: Design of NPL solution
LT.1.9,Volume of outstanding loans of partner financial institution for women-led (M)SMEs
ST.9.9,Volume of loans disbursed by partner financial institution for women-led (M)SMEs
ST.15.9,New or updated GET technology or product leading to renewable energy generation introduced
ST.12.10,Improved cyanide management standards
ST.13.10,Practices of the relevant stakeholder improved (social protection measures) 
O.14.10,Project implementation support completed: Baseline study accepted
ST.31.10,New financing instrument or method introduced: streaming
LT.21.10,Total gross insurance premium for target regions
ST.121.10,Average size of loans disbursed by partner financial institution to clients in target regions
LT.19.10,Number of outstanding loans of partner financial institution for target regions
ST.10.10,Number of loans disbursed by partner financial institution disbursed for target regions
O.8.10,Business advisory recommendations agreed: Design of clearing and settlement system
LT.1.10,Volume of outstanding loans of partner financial institution for target regions
ST.9.10,Volume of loans disbursed by partner financial institution for target regions
ST.15.10,New or updated GET technology or product leading to pollution prevention control introduced
ST.12.11,Improved CSR reporting standards
ST.13.11,Practices of the relevant stakeholder improved (system reliability) 
O.14.11,Project implementation support completed: Recommended lending strategy/methodology accepted
ST.31.11,New financing instrument or method introduced: mezzanine
LT.21.11,Total gross insurance premium for agriculture sector
ST.121.11,Average size of loans disbursed by partner financial institution to clients in agriculture sector
LT.19.11,Number of outstanding loans of partner financial institution for agriculture sector
ST.10.11,Number of loans disbursed by partner financial institution disbursed for agriculture sector
O.8.11,Business advisory recommendations agreed: ENTSO-E membership/integration actions agreed
LT.1.11,Volume of outstanding loans of partner financial institution for agriculture sector
ST.9.11,Volume of loans disbursed by partner financial institution for agriculture sector
ST.15.11,New or updated GET technology or product leading to more sustainable land management introduced
ST.12.12,Improved GRI standards
ST.13.12,Practices of the relevant stakeholder improved (NPL domain) 
O.14.12,Project implementation support completed: Design of new financial product
ST.31.12,New financing instrument or method introduced: listed investment entities
LT.21.12,Total gross insurance premium for TFP (Trade Finance Programme)
ST.121.12,Average size of loans disbursed by partner financial institution to clients in TFP (Trade Finance Programme)
LT.19.12,Number of outstanding loans of partner financial institution for TFP (Trade Finance Programme)
ST.10.12,Number of loans disbursed by partner financial institution disbursed for TFP (Trade Finance Programme)
O.8.12,Business advisory recommendations agreed: Privatisation/divestment action plan approved
LT.1.12,Volume of outstanding loans of partner financial institution for TFP (Trade Finance Programme)
ST.9.12,Volume of loans disbursed by partner financial institution for TFP (Trade Finance Programme)
ST.12.13,Improved IFRS/GAAP standards
ST.13.13,Practices of the relevant stakeholder improved deposit insurance) 
O.14.13,Project implementation support completed: Number of potential sub-borrowers supported to identify requirements/with loan applications
ST.31.13,New financing instrument or method introduced: YieldCos
O.8.13,Business advisory recommendations agreed: Client adopts improved procurement standards
ST.12.14,Improved energy management standards (including building /goods certifications)
ST.13.14,Practices of the relevant stakeholder improved (operational) 
O.14.14,Project implementation support completed: Number of potential sub-borrowers reached with marketing materials
ST.31.14,New financing instrument or method introduced: risk sharing
O.8.14,Business advisory recommendations agreed: Action plan for EITI compliance approved
ST.13.15,Practices of the relevant stakeholder improved anti-corruption action plan) 
O.14.15,Project implementation support completed: Competitive procurement undertaken in line with agreed rules
ST.31.15,New financing instrument or method introduced: other
LT.21.13,Total gross insurance premium for resource efficiency investments
ST.121.13,Average size of loans disbursed by partner financial institution to clients in resource efficiency investments
LT.19.13,Number of outstanding loans of partner financial institution for resource efficiency investments
ST.10.13,Number of loans disbursed by partner financial institution disbursed for resource efficiency investments
O.8.15,Business advisory recommendations agreed: Action plan for improvement of standards approved
LT.1.13,Volume of outstanding loans of partner financial institution for resource efficiency investments
ST.9.13,Volume of loans disbursed by partner financial institution for resource efficiency investments
ST.13.16,Practices of the relevant stakeholder improved (MSME non-financial management) 
O.14.16,Project implementation support completed: Action plan for implementation of new or updated product or service approved
O.8.16,Business advisory recommendations agreed: Organisational restructuring plan approved
ST.13.17,Practices of the relevant stakeholder improved (others) 
O.14.17,Project implementation support completed: Compliance with all financing requirements (procurement
LT.21.14,Total gross insurance premium for information and communication technologies
ST.121.14,Average size of loans disbursed by partner financial institution to clients in information and communication technologies
LT.19.14,Number of outstanding loans of partner financial institution for information and communication technologies
ST.10.14,Number of loans disbursed by partner financial institution disbursed for information and communication technologies
O.8.17,Business advisory recommendations agreed: Design of new information system approved
LT.1.14,Volume of outstanding loans of partner financial institution for information and communication technologies
ST.9.14,Volume of loans disbursed by partner financial institution for information and communication technologies
ST.13.18,Practices of the relevant stakeholder improved (innovative green business model) 
O.14.18,Project implementation support completed: disbursement
LT.21.15,Total gross insurance premium for manufacturing and services
ST.121.15,Average size of loans disbursed by partner financial institution to clients in manufacturing and services
LT.19.15,Number of outstanding loans of partner financial institution for manufacturing and services
ST.10.15,Number of loans disbursed by partner financial institution disbursed for manufacturing and services
O.8.18,Business advisory recommendations agreed: Gender action plan approved
LT.1.15,Volume of outstanding loans of partner financial institution for manufacturing and services
ST.9.15,Volume of loans disbursed by partner financial institution for manufacturing and services
ST.13.19,Practices of the relevant stakeholder improved (climate change adaptation practices) 
O.14.19,Project implementation support completed: covenants and project reporting) Action plan for implementation of new or updated operating and/or production process approved
LT.21.16,Total gross insurance premium for property and tourism
ST.121.16,Average size of loans disbursed by partner financial institution to clients in property and tourism
LT.19.16,Number of outstanding loans of partner financial institution for property and tourism
ST.10.16,Number of loans disbursed by partner financial institution disbursed for property and tourism
O.8.19,Business advisory recommendations agreed: Strategy/business model recommendations approved
LT.1.16,Volume of outstanding loans of partner financial institution for property and tourism
ST.9.16,Volume of loans disbursed by partner financial institution for property and tourism
O.14.20,Project implementation support completed: Action plan for expansion of products/services agreed
LT.21.17,Total gross insurance premium for natural resources
ST.121.17,Average size of loans disbursed by partner financial institution to clients in natural resources
LT.19.17,Number of outstanding loans of partner financial institution for natural resources
ST.10.17,Number of loans disbursed by partner financial institution disbursed for natural resources
O.8.20,Business advisory recommendations agreed: Action plan for improvement of quality standards approved
LT.1.17,Volume of outstanding loans of partner financial institution for natural resources
ST.9.17,Volume of loans disbursed by partner financial institution for natural resources
O.14.21,Project implementation support completed: Action plan for strengthening value chains agreed by Client
LT.21.18,Total gross insurance premium for power and energy
ST.121.18,Average size of loans disbursed by partner financial institution to clients in power and energy
LT.19.18,Number of outstanding loans of partner financial institution for power and energy
ST.10.18,Number of loans disbursed by partner financial institution disbursed for power and energy
O.8.21,Business advisory recommendations agreed: Financial restructuring recommendations accepted
LT.1.18,Volume of outstanding loans of partner financial institution for power and energy
ST.9.18,Volume of loans disbursed by partner financial institution for power and energy
O.14.22,Project implementation support completed: Organisational restructuring plan approved
LT.21.19,Total gross insurance premium for local currency
ST.121.19,Average size of loans disbursed by partner financial institution to clients in local currency
LT.19.19,Number of outstanding loans of partner financial institution for local currency
ST.10.19,Number of loans disbursed by partner financial institution disbursed for local currency
O.8.22,Business advisory recommendations agreed: Number of advisory services or business coaching projects undertaken with SMEs to support access to markets and finance opportunities
LT.1.19,Volume of outstanding loans of partner financial institution for local currency
ST.9.19,Volume of loans disbursed by partner financial institution for local currency
LT.21.20,Total gross insurance premium for DCTFA compliance
ST.121.20,Average size of loans disbursed by partner financial institution to clients in DCTFA compliance
LT.19.20,Number of outstanding loans of partner financial institution for DCTFA compliance
ST.10.20,Number of loans disbursed by partner financial institution disbursed for DCTFA compliance
O.8.23,Business advisory recommendations agreed: Number of entrepreneurs receiving business diagnostic services
LT.1.20,Volume of outstanding loans of partner financial institution for DCTFA compliance
ST.9.20,Volume of loans disbursed by partner financial institution for DCTFA compliance
O.8.24,Business advisory recommendations agreed: Number of advisory services or business coaching projects undertaken with women-led SMEs to support access to markets and finance opportunities
O.8.25,Business advisory recommendations agreed: Number of women entrepreneurs receiving business diagnostic services
LT.9.0,Market share of client
ST.999.0,Generic Indicator
O.15.0,Number of knowledge products disseminated
ST.14.0,Number of business partners in the client's target value chain
ST.83.0,Increase in Free Float Market Capitalisation
ST.112.0,Relevant Issuance or Issuer public credit rating or other eligible certification
LT.37.0,Money market activity increased
ST.96.0,Maturity of the New Issuance or Average Tenor of the Portfolio
LT.58.0,Tariffs reached the target level
ST.106.0,Recommended policy or strategy agreed by relevant stakeholder(s)
ST.100.0,Effective balancing and settlement mechanism improved
ST.102.0,Policy dialogue platform is operational
LT.14.0,Successor fund raised
O.10.0,Compliance with pre-signing requirements standards
O.11.0,Level of capital of the client increased to targeted levels
O.9.0,Advocacy/knowledge management activity(ies) delivered
LT.6.0,"Legal, institutional or regulatory frameworks in target areas improved"
ST.11.0,Operational restructuring completed
ST.111.0,Issuance listed on a national or/and international exchange
ST.119.0,National or international benchmark index included
ST.120.0,Institution-level capacity strengthened in target area
ST.17.0,New or updated information system introduced
ST.24.0,Pre-privatisation programme completed
LT.20.0,Regional market platform operationalised
ST.38.0,Capital Market Platform Launched
ST.39.0,Membership in trading platforms
ST.43.0,Institutional saving schemes established or improved
ST.46.0,Hedge able capital market instrument pricing benchmark utilised
ST.49.0,Solutions for increased local currency financing
ST.56.0,Tailored training programme developed and implemented
ST.7.0,Tariff reform in target segment adopted by authorities
ST.70.0,Organisational restructuring completed as targeted
ST.71.0,Financial restructuring completed as targeted
ST.76.0,Regulatory body established or strengthened as targeted
ST.8.0,Performance or action plan implemented by the client
ST.93.0,Capacity of the client financial intermediary improved
LT.77.0,Money Market Instrument  Introduced
ST.94.0,NPL resolution mechanism established
ST.118.0,Volume of direct EBRD financing as a result of technical cooperation
LT.78.0,Volume of new capital market activity raised
O.7.1,Number of individuals trained
O.7.2,Number of households trained
O.7.3,Number of firms trained
ST.35.1,Net increase in road infrastructure usage and/or capacity
ST.35.2,Net increase in rail infrastructure usage and/or capacity
ST.35.3,Net increase in port infrastructure usage and/or capacity
ST.35.4,Net increase in air cargo/airport infrastructure usage and/or capacity
ST.35.5,Net increase in intermodal infrastructure usage and/or capacity
ST.35.6,Net increase in energy infrastructure usage and/or capacity
O.7.1,Number of individuals trained
O.7.2,Number of households trained
O.7.3,Number of firms trained
ST.74.1,Measure of deposit insurance fund's coverage: coverage ratio
ST.74.2,Measure of deposit insurance fund's coverage: coverage size
ST.74.3,Measure of deposit insurance fund's coverage: coverage limit
O.1.1,Physical capacity of the client extended or modernised: Length of roads
O.1.2,Physical capacity of the client extended or modernised: Length of railways
O.1.3,Physical capacity of the client extended or modernised: Length of transmission lines
O.1.4,Physical capacity of the client extended or modernised: Length of distribution lines
O.1.5,Physical capacity of the client extended or modernised: Length of supply pipes
O.1.6,Physical capacity of the client extended or modernised: Length of sewer pipes
ST.22.1,Share of expenditure in research and development
ST.22.2,Volume of expenditure in research and development
ST.22.1,Share of expenditure in research and development
ST.22.2,Volume of expenditure in research and development
ST.35.8,Net increase in drinking water production
ST.12.1,Improved operational standards
ST.13.1,Practices of the relevant stakeholder improved (inclusive procurement practices of companies in the client's supply chain) 
LT.88.1,Area of land under sustainable land management practices (ha)
O.14.1,Project implementation support completed: PIU established
O.5.1,Policy advice delivered: Draft recommendations for improved policy/strategy submitted
LT.101.2,Energy intensity (KWh/m2)
LT.16.1,Operational performance of the client: productivity
ST.75.1,Expanded access of infrastructure
LT.21.1,Total gross insurance premium for mortgage
ST.121.1,Average size of loans disbursed by partner financial institution to clients in mortgage
ST.79.1,Improved quality of infrastructure
LT.19.1,Number of outstanding loans of partner financial institution for mortgage
ST.10.1,Number of loans disbursed by partner financial institution disbursed for mortgage
LT.52.1,CO2 Emissions reduced (tonnes/yr)
LT.54.1,Materials reduced (tonnes/yr)
LT.93.1,Solid waste recovered (tonnes/yr)
LT.94.1,Wastewater treated (m3/y)
ST.114.1,Number of individuals in women receiving knowledge as a result of outreach activities
ST.103.1,Client engages in policy dialogue: mobilising other stakeholders
O.8.1,Business advisory recommendations agreed: Draft CGAP prepared
LT.1.1,Volume of outstanding loans of partner financial institution for mortgage
O.13.1,Project preparation product approved: Feasibility study approved
O.6.1,Training provided to individuals
ST.9.1,Volume of loans disbursed by partner financial institution for mortgage
ST.15.1,New or updated technology introduced
ST.12.2,Improved environmental standards
ST.13.2,Practices of the relevant stakeholder improved (inclusive procurement practices of the client's holding company) 
LT.88.2,Area of land under sustainable water management practices (ha)
O.14.2,Project implementation support completed: Client adopts inclusive procurement recommendations
O.5.2,Policy advice delivered: Draft recommendations for improved legal
LT.101.2,Energy intensity (KWh/m2)
LT.16.2,Operational performance of the client: efficiency
ST.75.2,Expanded access of ICT
LT.21.2,Total gross insurance premium for leasing
ST.121.2,Average size of loans disbursed by partner financial institution to clients in leasing
ST.79.2,Improved quality of ICT
LT.19.2,Number of outstanding loans of partner financial institution for leasing
ST.10.2,Number of loans disbursed by partner financial institution disbursed for leasing
LT.52.2,CO2 Emissions avoided (tonnes/yr)
LT.54.2,Materials recycled (tonnes/yr)
LT.93.2,Solid waste recycled (tonnes/yr)
LT.94.2,Wastewater avoided (m3/y)
ST.114.2,Number of individuals in youth receiving knowledge as a result of outreach activities
ST.103.2,Client engages in policy dialogue: providing substantial contributions to activities
O.8.2,Business advisory recommendations agreed: Anti-corruption plan approved
LT.1.2,Volume of outstanding loans of partner financial institution for leasing
O.13.2,Project preparation product approved: Due diligence report approved
O.6.2,Training provided to households
ST.9.2,Volume of loans disbursed by partner financial institution for leasing
ST.15.2,New or updated equipment introduced
ST.12.3,Improved business standards
ST.13.3,Practices of the relevant stakeholder improved (equal opportunity practices of the client) 
O.14.3,Project implementation support completed: Corporate Development Plan approved
O.5.3,Policy advice delivered: institutional or regulatory framework submitted
LT.16.3,Operational performance of the client: working capital cycle/cash conversion cycle
ST.75.3,Expanded access of water services
LT.21.3,Total gross insurance premium for SMEs
ST.121.3,Average size of loans disbursed by partner financial institution to clients in SMEs
ST.79.3,Improved quality of water services
LT.19.3,Number of outstanding loans of partner financial institution for SMEs
ST.10.3,Number of loans disbursed by partner financial institution disbursed for SMEs
LT.93.3,Solid waste reduced (tonnes/yr)
LT.94.3,Wastewater reduced (m3/y)
ST.114.3,Number of individuals in local population receiving knowledge as a result of outreach activities
ST.103.3,Client engages in policy dialogue: attending meetings
O.8.3,Business advisory recommendations agreed: Recommendations for enhancements to management practices approved
LT.1.3,Volume of outstanding loans of partner financial institution for SMEs
O.6.3,Training provided to firms
ST.9.3,Volume of loans disbursed by partner financial institution for SMEs
ST.15.3,New or updated operating and/or production process introduced
ST.12.4,Improved financial standards
ST.13.4,Practices of the relevant stakeholder improved (equal opportunity practices of companies in the client's supply chain) 
O.14.4,Project implementation support completed: Tariff recommendations approved by authorities
LT.16.4,Operational performance of the client: cost savings
ST.75.4,Expanded access of electricity services
LT.21.4,Total gross insurance premium for energy efficiency investments
ST.121.4,Average size of loans disbursed by partner financial institution to clients in energy efficiency investments
ST.79.4,Improved quality of electricity services
LT.19.4,Number of outstanding loans of partner financial institution for energy efficiency investments
ST.10.4,Number of loans disbursed by partner financial institution disbursed for energy efficiency investments
ST.103.4,Client engages in policy dialogue: other
O.8.4,Business advisory recommendations agreed: Operational restructuring recommendations accepted
LT.1.4,Volume of outstanding loans of partner financial institution for energy efficiency investments
ST.9.4,Volume of loans disbursed by partner financial institution for energy efficiency investments
ST.15.4,New or updated product introduced
ST.12.5,Improved licensing standards
ST.13.5,Practices of the relevant stakeholder improved (equal opportunity practices of the client's holding company) 
O.14.5,Project implementation support completed: Draft public service contract approved
LT.16.5,Operational performance of the client: waste reduction
ST.75.5,Expanded access of infrastructure within regions
LT.21.5,Total gross insurance premium for renewable energy investments
ST.121.5,Average size of loans disbursed by partner financial institution to clients in renewable energy investments
ST.79.5,Improved quality of infrastructure within regions
LT.19.5,Number of outstanding loans of partner financial institution for renewable energy investments
ST.10.5,Number of loans disbursed by partner financial institution disbursed for renewable energy investments
O.8.5,Business advisory recommendations agreed: Capital market platform design
LT.1.5,Volume of outstanding loans of partner financial institution for renewable energy investments
ST.9.5,Volume of loans disbursed by partner financial institution for renewable energy investments
ST.15.5,New or updated products and services introduced
ST.12.6,Improved quality standards
ST.13.6,Practices of the relevant stakeholder improved (environmental) 
O.14.6,Project implementation support completed: Stakeholder Participation Programme approved
LT.16.6,Operational performance of the client: export share
ST.75.6,Expanded access of infrastructure across regions
LT.21.6,Total gross insurance premium for efficiency investments
ST.121.6,Average size of loans disbursed by partner financial institution to clients in efficiency investments
ST.79.6,Improved quality of infrastructure across regions
LT.19.6,Number of outstanding loans of partner financial institution for efficiency investments
ST.10.6,Number of loans disbursed by partner financial institution disbursed for efficiency investments
O.8.6,Business advisory recommendations agreed: Pricing benchmark adopted
LT.1.6,Volume of outstanding loans of partner financial institution for efficiency investments
ST.9.6,Volume of loans disbursed by partner financial institution for efficiency investments
ST.15.6,New or updated GET technology or product leading to energy efficiency introduced
ST.12.7,Improved health & safety standards
ST.13.7,Practices of the relevant stakeholder improved (EMS/disclosure) 
O.14.7,Project implementation support completed: Environmental and Social Action Plan approved
LT.16.7,Operational performance of the client: other
ST.75.7,Expanded access of natural resources product or services
LT.21.7,Total gross insurance premium for climate adaptation investments
ST.121.7,Average size of loans disbursed by partner financial institution to clients in climate adaptation investments
ST.79.7,Improved quality of natural resources product or services
LT.19.7,Number of outstanding loans of partner financial institution for climate adaptation investments
ST.10.7,Number of loans disbursed by partner financial institution disbursed for climate adaptation investments
O.8.7,Business advisory recommendations agreed: Listing documents prepared
LT.1.7,Volume of outstanding loans of partner financial institution for climate adaptation investments
ST.9.7,Volume of loans disbursed by partner financial institution for climate adaptation investments
ST.15.7,New or updated GET technology or product leading to resource efficiency introduced
ST.12.8,Improved procurement standards
ST.13.8,Practices of the relevant stakeholder improved agriculture-specific practices (SEED toolkit/Smart retail concept/supply chain mapping) 
O.14.8,Project implementation support completed: Design of new information system approved
LT.21.8,Total gross insurance premium for women-led businesses
ST.121.8,Average size of loans disbursed by partner financial institution to clients in women-led businesses
LT.19.8,Number of outstanding loans of partner financial institution for women-led businesses
ST.10.8,Number of loans disbursed by partner financial institution disbursed for women-led businesses
O.8.8,Business advisory recommendations agreed: Design of enhancements to deposit insurance system
LT.1.8,Volume of outstanding loans of partner financial institution for women-led businesses
ST.9.8,Volume of loans disbursed by partner financial institution for women-led businesses
ST.15.8,New or updated GET technology or product leading to water savings introduced
ST.12.9,Improved reporting standards
ST.13.9,Practices of the relevant stakeholder improved (permitting/licensing procedures) 
O.14.9,Project implementation support completed: Market demand analysis accepted
LT.21.9,Total gross insurance premium for women-led (M)SMEs
ST.121.9,Average size of loans disbursed by partner financial institution to clients in women-led (M)SMEs
LT.19.9,Number of outstanding loans of partner financial institution for women-led (M)SMEs
ST.10.9,Number of loans disbursed by partner financial institution disbursed for women-led (M)SMEs
O.8.9,Business advisory recommendations agreed: Design of NPL solution
LT.1.9,Volume of outstanding loans of partner financial institution for women-led (M)SMEs
ST.9.9,Volume of loans disbursed by partner financial institution for women-led (M)SMEs
ST.15.9,New or updated GET technology or product leading to renewable energy generation introduced
ST.12.10,Improved cyanide management standards
ST.13.10,Practices of the relevant stakeholder improved (social protection measures) 
O.14.10,Project implementation support completed: Baseline study accepted
LT.21.10,Total gross insurance premium for target regions
ST.121.10,Average size of loans disbursed by partner financial institution to clients in target regions
LT.19.10,Number of outstanding loans of partner financial institution for target regions
ST.10.10,Number of loans disbursed by partner financial institution disbursed for target regions
O.8.10,Business advisory recommendations agreed: Design of clearing and settlement system
LT.1.10,Volume of outstanding loans of partner financial institution for target regions
ST.9.10,Volume of loans disbursed by partner financial institution for target regions
ST.15.10,New or updated GET technology or product leading to pollution prevention control introduced
ST.12.11,Improved CSR reporting standards
ST.13.11,Practices of the relevant stakeholder improved (system reliability) 
O.14.11,Project implementation support completed: Recommended lending strategy/methodology accepted
LT.21.11,Total gross insurance premium for agriculture sector
ST.121.11,Average size of loans disbursed by partner financial institution to clients in agriculture sector
LT.19.11,Number of outstanding loans of partner financial institution for agriculture sector
ST.10.11,Number of loans disbursed by partner financial institution disbursed for agriculture sector
O.8.11,Business advisory recommendations agreed: ENTSO-E membership/integration actions agreed
LT.1.11,Volume of outstanding loans of partner financial institution for agriculture sector
ST.9.11,Volume of loans disbursed by partner financial institution for agriculture sector
ST.15.11,New or updated GET technology or product leading to more sustainable land management introduced
ST.12.12,Improved GRI standards
ST.13.12,Practices of the relevant stakeholder improved (NPL domain) 
O.14.12,Project implementation support completed: Design of new financial product
LT.21.12,Total gross insurance premium for TFP (Trade Finance Programme)
ST.121.12,Average size of loans disbursed by partner financial institution to clients in TFP (Trade Finance Programme)
LT.19.12,Number of outstanding loans of partner financial institution for TFP (Trade Finance Programme)
ST.10.12,Number of loans disbursed by partner financial institution disbursed for TFP (Trade Finance Programme)
O.8.12,Business advisory recommendations agreed: Privatisation/divestment action plan approved
LT.1.12,Volume of outstanding loans of partner financial institution for TFP (Trade Finance Programme)
ST.9.12,Volume of loans disbursed by partner financial institution for TFP (Trade Finance Programme)
ST.12.13,Improved IFRS/GAAP standards
ST.13.13,Practices of the relevant stakeholder improved deposit insurance) 
O.14.13,Project implementation support completed: Number of potential sub-borrowers supported to identify requirements/with loan applications
O.8.13,Business advisory recommendations agreed: Client adopts improved procurement standards
ST.12.14,Improved energy management standards (including building /goods certifications)
ST.13.14,Practices of the relevant stakeholder improved (operational) 
O.14.14,Project implementation support completed: Number of potential sub-borrowers reached with marketing materials
O.8.14,Business advisory recommendations agreed: Action plan for EITI compliance approved
ST.13.15,Practices of the relevant stakeholder improved anti-corruption action plan) 
O.14.15,Project implementation support completed: Competitive procurement undertaken in line with agreed rules
LT.21.13,Total gross insurance premium for resource efficiency investments
ST.121.13,Average size of loans disbursed by partner financial institution to clients in resource efficiency investments
LT.19.13,Number of outstanding loans of partner financial institution for resource efficiency investments
ST.10.13,Number of loans disbursed by partner financial institution disbursed for resource efficiency investments
O.8.15,Business advisory recommendations agreed: Action plan for improvement of standards approved
LT.1.13,Volume of outstanding loans of partner financial institution for resource efficiency investments
ST.9.13,Volume of loans disbursed by partner financial institution for resource efficiency investments
ST.13.16,Practices of the relevant stakeholder improved (MSME non-financial management) 
O.14.16,Project implementation support completed: Action plan for implementation of new or updated product or service approved
O.8.16,Business advisory recommendations agreed: Organisational restructuring plan approved
ST.13.17,Practices of the relevant stakeholder improved (others) 
O.14.17,Project implementation support completed: Compliance with all financing requirements (procurement
LT.21.14,Total gross insurance premium for information and communication technologies
ST.121.14,Average size of loans disbursed by partner financial institution to clients in information and communication technologies
LT.19.14,Number of outstanding loans of partner financial institution for information and communication technologies
ST.10.14,Number of loans disbursed by partner financial institution disbursed for information and communication technologies
O.8.17,Business advisory recommendations agreed: Design of new information system approved
LT.1.14,Volume of outstanding loans of partner financial institution for information and communication technologies
ST.9.14,Volume of loans disbursed by partner financial institution for information and communication technologies
ST.13.18,Practices of the relevant stakeholder improved (innovative green business model) 
O.14.18,Project implementation support completed: disbursement
LT.21.15,Total gross insurance premium for manufacturing and services
ST.121.15,Average size of loans disbursed by partner financial institution to clients in manufacturing and services
LT.19.15,Number of outstanding loans of partner financial institution for manufacturing and services
ST.10.15,Number of loans disbursed by partner financial institution disbursed for manufacturing and services
O.8.18,Business advisory recommendations agreed: Gender action plan approved
LT.1.15,Volume of outstanding loans of partner financial institution for manufacturing and services
ST.9.15,Volume of loans disbursed by partner financial institution for manufacturing and services
ST.13.19,Practices of the relevant stakeholder improved (climate change adaptation practices) 
O.14.19,Project implementation support completed: covenants and project reporting) Action plan for implementation of new or updated operating and/or production process approved
LT.21.16,Total gross insurance premium for property and tourism
ST.121.16,Average size of loans disbursed by partner financial institution to clients in property and tourism
LT.19.16,Number of outstanding loans of partner financial institution for property and tourism
ST.10.16,Number of loans disbursed by partner financial institution disbursed for property and tourism
O.8.19,Business advisory recommendations agreed: Strategy/business model recommendations approved
LT.1.16,Volume of outstanding loans of partner financial institution for property and tourism
ST.9.16,Volume of loans disbursed by partner financial institution for property and tourism
O.14.20,Project implementation support completed: Action plan for expansion of products/services agreed
LT.21.17,Total gross insurance premium for natural resources
ST.121.17,Average size of loans disbursed by partner financial institution to clients in natural resources
LT.19.17,Number of outstanding loans of partner financial institution for natural resources
ST.10.17,Number of loans disbursed by partner financial institution disbursed for natural resources
O.8.20,Business advisory recommendations agreed: Action plan for improvement of quality standards approved
LT.1.17,Volume of outstanding loans of partner financial institution for natural resources
ST.9.17,Volume of loans disbursed by partner financial institution for natural resources
O.14.21,Project implementation support completed: Action plan for strengthening value chains agreed by Client
LT.21.18,Total gross insurance premium for power and energy
ST.121.18,Average size of loans disbursed by partner financial institution to clients in power and energy
LT.19.18,Number of outstanding loans of partner financial institution for power and energy
ST.10.18,Number of loans disbursed by partner financial institution disbursed for power and energy
O.8.21,Business advisory recommendations agreed: Financial restructuring recommendations accepted
LT.1.18,Volume of outstanding loans of partner financial institution for power and energy
ST.9.18,Volume of loans disbursed by partner financial institution for power and energy
O.14.22,Project implementation support completed: Organisational restructuring plan approved
LT.21.19,Total gross insurance premium for local currency
ST.121.19,Average size of loans disbursed by partner financial institution to clients in local currency
LT.19.19,Number of outstanding loans of partner financial institution for local currency
ST.10.19,Number of loans disbursed by partner financial institution disbursed for local currency
O.8.22,Business advisory recommendations agreed: Number of advisory services or business coaching projects undertaken with SMEs to support access to markets and finance opportunities
LT.1.19,Volume of outstanding loans of partner financial institution for local currency
ST.9.19,Volume of loans disbursed by partner financial institution for local currency
LT.21.20,Total gross insurance premium for DCTFA compliance
ST.121.20,Average size of loans disbursed by partner financial institution to clients in DCTFA compliance
LT.19.20,Number of outstanding loans of partner financial institution for DCTFA compliance
ST.10.20,Number of loans disbursed by partner financial institution disbursed for DCTFA compliance
O.8.23,Business advisory recommendations agreed: Number of entrepreneurs receiving business diagnostic services
LT.1.20,Volume of outstanding loans of partner financial institution for DCTFA compliance
ST.9.20,Volume of loans disbursed by partner financial institution for DCTFA compliance
O.8.24,Business advisory recommendations agreed: Number of advisory services or business coaching projects undertaken with women-led SMEs to support access to markets and finance opportunities
O.8.25,Business advisory recommendations agreed: Number of women entrepreneurs receiving business diagnostic services
ST.58.0,Changes in the design of products or services as targeted
ST.999.0,Generic Indicator
LT.51.0,Energy consumption (GJ/y)
LT.51.0,Energy consumption (GJ/y)
ST.107.0,Renewable heat produced (GJ/y)
O.15.0,Number of knowledge products disseminated
ST.52.0,Renewable Electricity Produced (MWh)
LT.53.0,Water Saved (m3/y)
ST.106.0,Recommended policy or strategy agreed by relevant stakeholder(s)
ST.73.0,Renewable electricity capacity installed (MW)
ST.102.0,Policy dialogue platform is operational
ST.109.0,Environmental and Social Action plan implemented as targeted
LT.102.0,Water use (m3/y)
O.10.0,Compliance with pre-signing requirements standards
O.11.0,Level of capital of the client increased to targeted levels
O.9.0,Advocacy/knowledge management activity(ies) delivered
LT.6.0,"Legal, institutional or regulatory frameworks in target areas improved"
ST.120.0,Institution-level capacity strengthened in target area
ST.56.0,Tailored training programme developed and implemented
ST.118.0,Volume of direct EBRD financing as a result of technical cooperation
LT.45.3,Number of individuals (women) with improved access to wastewater services
LT.45.4,Number of individuals (women) with improved access to solid waste services
LT.45.5,Number of individuals (women) with improved access to healthcare
LT.45.6,Number of individuals (women) with improved access to ICT related services
